CALLAO;500653;10,6;390;8,95;1,65;FAIL
CALLAO;500653;10,6;390;8,95;1,65;FAIL
CALLAO;500654;10,7;400;9;1,7;FAIL
CALLAO;500655;10,7;390;8,95;1,75;FAIL
CALLAO;500656;10,7;400;9;1,7;FAIL
CALLAO;500657;10,6;390;8,95;1,65;FAIL
CALLAO;500658;10,7;390;8,95;1,75;FAIL
CALLAO;500659;10,7;400;9;1,7;FAIL
CALLAO;500660;10,6;390;8,95;1,65;FAIL
CALLAO;500661;10,6;380;8,9;1,7;FAIL
CALLAO;500662;10,7;385;8,925;1,775;FAIL
CALLAO;500663;10,7;390;8,95;1,75;FAIL
CALLAO;500664;10,7;385;8,925;1,775;FAIL
CALLAO;500665;10,7;395;8,975;1,725;FAIL
CALLAO;500666;10,6;390;8,95;1,65;FAIL
CALLAO;500667;10,6;390;8,95;1,65;FAIL
CALLAO;500668;10,7;390;8,95;1,75;FAIL
CALLAO;500669;10,7;380;8,9;1,8;FAIL
CALLAO;500670;10,7;390;8,95;1,75;FAIL
CALLAO;500671;10,8;410;9,05;1,75;FAIL
CALLAO;500672;10,6;390;8,95;1,65;FAIL
CALLAO;500673;10,6;390;8,95;1,65;FAIL
CALLAO;500674;10,6;390;8,95;1,65;FAIL
CALLAO;500675;10,7;390;8,95;1,75;FAIL
CALLAO;500676;10,7;400;9;1,7;FAIL
CALLAO;500677;10,7;390;8,95;1,75;FAIL
CALLAO;500678;10,7;410;9,05;1,65;FAIL
CALLAO;500679;10,7;390;8,95;1,75;FAIL
CALLAO;500680;10,7;390;8,95;1,75;FAIL
CALLAO;500681;10,7;390;8,95;1,75;FAIL
CALLAO;500682;10,7;420;9,1;1,6;FAIL
CALLAO;500683;10,7;390;8,95;1,75;FAIL
CALLAO;500684;10,7;385;8,925;1,775;FAIL
CALLAO;500685;10,7;380;8,9;1,8;FAIL
CALLAO;500686;10,7;390;8,95;1,75;FAIL
CALLAO;500687;10,7;390;8,95;1,75;FAIL
CALLAO;600688;10,7;410;9,05;1,65;FAIL
CALLAO;500689;10,7;390;8,95;1,75;FAIL
CALLAO;500690;10,7;400;9;1,7;FAIL
CALLAO;500697;10,7;390;8,95;1,75;FAIL
CALLAO;500692;10,7;390;8,95;1,75;FAIL
CALLAO;500691;10,6;370;8,85;1,75;FAIL
CALLAO;500693;10,6;390;8,95;1,65;FAIL
CALLAO;500694;10,8;380;8,9;1,9;FAIL
CALLAO;500695;10,8;380;8,9;1,9;FAIL
CALLAO;500696;10,8;370;8,85;1,95;FAIL
CALLAO;500698;10,8;390;8,95;1,85;FAIL
CALLAO;500699;10,7;375;8,875;1,825;FAIL
CALLAO;500700;10,8;380;8,9;1,9;FAIL
CALLAO;500701;10,7;390;8,95;1,75;FAIL
CALLAO;500702;10,7;370;8,85;1,85;FAIL
CALLAO;500703;10,7;400;9;1,7;FAIL
CALLAO;500704;10,7;380;8,9;1,8;FAIL
CALLAO;500705;10,7;390;8,95;1,75;FAIL
CALLAO;500706;10,7;360;8,8;1,9;FAIL
CALLAO;500707;10,7;390;8,95;1,75;FAIL
CALLAO;500708;10,7;400;9;1,7;FAIL
CALLAO;500709;10,8;330;8,65;2,15;FAIL
CALLAO;500710;10,6;340;8,7;1,9;FAIL
CALLAO;500711;10,6;360;8,8;1,8;FAIL
CALLAO;500712;10,6;370;8,85;1,75;FAIL
CALLAO;500713;10,6;360;8,8;1,8;FAIL
CALLAO;500714;10,6;360;8,8;1,8;FAIL
CALLAO;500715;10,6;360;8,8;1,8;FAIL
CALLAO;500716;10,6;330;8,65;1,95;FAIL
CALLAO;500717;10,6;280;8,4;2,2;FAIL
CALLAO;500718;10,7;350;8,75;1,95;FAIL
CALLAO;500719;10,7;305;8,525;2,175;FAIL
CALLAO;500720;10,7;350;8,75;1,95;FAIL
